Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Lonny Baxter,203,117,University of Maryland,1979,265,3050,395,843,214,327,2,8,393,835,287,494,781,64,65,96,166,503,1006
Loren Meyer,208,116,Iowa State University,1972,194,2752,368,846,163,232,12,30,356,816,224,401,625,96,42,65,195,496,911
Loren Woods,216,111,University of Arizona,1978,215,2428,208,496,138,215,1,7,207,489,263,419,682,74,55,128,138,278,555
Lorenzen Wright,188,92,Colorado State University,1945,796,18696,2562,5594,1080,1676,2,29,2560,5565,1696,3285,4981,626,474,575,881,2307,6206
Lorenzo Brown,196,85,North Carolina State University,1990,63,834,86,233,24,36,10,66,76,167,22,83,105,142,44,10,55,72,206
Lorenzo Charles,201,102,North Carolina State University,1963,36,273,49,88,24,36,0,0,49,88,13,26,39,8,2,6,18,37,122
Lorenzo Romar,185,79,University of Washington,1958,18,102,6,32,10,10,0,6,6,26,0,0,0,24,8,0,10,14,22
Lorenzo Williams,206,90,Stetson University,1969,318,6430,404,867,95,250,0,3,404,864,805,1070,1875,277,157,413,266,853,903
Lou Amundson,206,99,"University of Nevada, Las Vegas",1982,550,7090,811,1751,331,760,0,4,811,1747,827,1171,1998,278,200,389,399,1078,1953
Lou Roe,201,99,University of Massachusetts Amherst,1972,66,479,46,138,33,51,5,20,41,118,37,55,92,21,13,9,28,52,130
Lou Williams,206,90,Stetson University,1969,863,20430,3628,8666,3078,3694,1112,3193,2516,5473,309,1531,1840,2514,772,159,1308,1155,11446
Louis Orr,203,79,Syracuse University,1958,247,6309,884,1946,613,800,2,20,882,1926,409,560,969,432,214,71,340,522,2383
Loy Vaught,206,104,University of Michigan,1968,740,17542,3141,6243,849,1182,21,86,3120,6157,1533,3521,5054,675,531,235,848,1698,7152
Luc Longley,218,120,University of New Mexico,1969,643,13508,1904,4112,810,1072,0,6,1904,4106,1001,2226,3227,945,323,628,1061,1946,4618
Luc Mbah,201,99,NaN,1984,685,15391,1596,3533,781,1183,146,455,1450,3078,996,1759,2755,567,567,251,616,1202,4119
Lucas Nogueira,213,109,NaN,1992,92,1336,133,208,54,86,4,15,129,193,102,198,300,50,66,102,59,172,324
Lucious Harris,196,86,"California State University, Long Beach",1970,800,15701,2194,5151,994,1258,402,1155,1792,3996,554,1310,1864,1130,556,86,594,1013,5784
Luigi Datome,203,97,NaN,1987,76,656,120,275,10,12,43,119,77,156,20,84,104,29,10,15,29,50,293
Luis Flores,188,90,Manhattan College,1981,32,154,28,58,4,4,10,20,18,38,2,4,6,22,4,0,22,18,70
Luis Montero,201,83,Westchester CC,1993,12,42,5,19,3,4,1,9,4,10,0,4,4,1,0,0,4,1,14
Luis Scola,206,108,NaN,1980,743,19001,3669,7442,1452,1961,92,271,3577,7171,1335,3606,4941,1194,474,224,1121,2037,8882
Luke Babbitt,206,102,"University of Nevada, Reno",1989,331,4617,559,1378,107,144,334,823,225,555,105,646,751,193,82,51,146,466,1559
Luke Harangody,203,111,University of Notre Dame,1988,119,1511,181,477,47,64,37,153,144,324,100,239,339,66,36,37,36,177,446
Luke Jackson,206,108,University of Texas-Pan American,1941,86,862,103,278,57,80,37,106,66,172,29,70,99,71,29,4,56,86,300
Luke Ridnour,188,79,University of Oregon,1981,891,22764,3059,7130,1307,1522,621,1782,2438,5348,386,1588,1974,3889,846,169,1415,1871,8046
Luke Schenscher,216,115,Georgia Institute of Technology,1982,31,267,23,49,9,20,0,0,23,49,18,36,54,8,3,7,9,46,55
Luke Walton,203,106,University of Arizona,1980,594,10049,1074,2514,367,513,189,578,885,1936,494,1143,1637,1352,318,103,624,851,2704
Luke Zeller,211,111,University of Notre Dame,1987,16,58,9,26,0,0,1,5,8,21,1,9,10,3,0,0,0,5,19
Luol Deng,206,99,Duke University,1985,942,32749,5441,11997,2630,3408,701,2127,4740,9870,1541,4215,5756,2206,926,445,1558,1586,14213
Luther Head,190,83,University of Illinois at Urbana-Champaign,1982,380,8295,1080,2570,360,465,471,1216,609,1354,116,781,897,805,271,45,462,547,2991
Luther Wright,218,122,Seton Hall University,1971,15,92,8,23,3,4,0,1,8,22,6,4,10,0,1,2,6,21,19
Lynn Greer,188,79,Temple University,1979,41,432,61,141,27,32,18,52,43,89,2,25,27,53,17,1,18,32,167
M.L. Carr,183,74,NaN,1947,47,397,62,149,17,17,9,23,53,126,21,22,43,24,21,6,24,44,150
Maalik Wayns,188,90,Villanova University,1991,56,413,53,178,34,38,14,62,39,116,2,14,16,56,14,0,30,56,154
Maceo Baston,206,97,University of Michigan,1975,105,831,106,172,71,96,3,8,103,164,56,119,175,26,24,43,54,140,286
Maciej Lampe,211,124,NaN,1985,107,1040,145,374,40,61,4,12,141,362,65,175,240,35,13,17,55,134,334
Magic Johnson*,201,98,"University of California, Los Angeles",1956,568,20614,3888,7666,3492,3992,303,947,3585,6719,769,2949,3718,6814,876,176,2165,1140,11571
Mahmoud Abdul-Rauf,188,83,"University of California, Los Angeles",1942,586,15628,3514,7943,1051,1161,474,1339,3040,6604,219,868,1087,2079,487,46,963,1106,8553
Major Jones,206,102,Albany State University,1953,47,418,48,87,33,51,0,0,48,87,48,80,128,15,9,14,35,58,129
Makhtar N'Diaye,203,111,University of North Carolina,1973,4,27,1,4,3,4,0,0,1,4,3,2,5,1,0,1,1,9,5
Malachi Richardson,198,92,Syracuse University,1996,22,198,28,68,15,19,8,28,20,40,3,20,23,11,5,1,8,23,79
Malcolm Brogdon,196,97,University of Virginia,1992,75,1982,290,635,109,126,78,193,212,442,47,166,213,317,84,12,113,140,767
Malcolm Delaney,190,86,Virginia Polytechnic Institute and State Unive...,1989,73,1248,145,388,75,93,26,110,119,278,11,113,124,193,39,1,95,112,391
Malcolm Lee,196,90,"University of California, Los Angeles",1990,36,534,52,136,26,37,10,34,42,102,24,41,65,51,20,10,27,52,140
Malcolm Mackey,206,112,Georgia Institute of Technology,1970,22,69,14,37,4,8,0,2,14,35,12,12,24,1,0,3,2,9,32
Malcolm Thomas,206,102,San Diego State University,1988,60,449,42,95,20,35,2,15,40,80,37,96,133,20,8,12,37,43,106
Malik Allen,208,115,Villanova University,1978,587,8877,1280,2869,302,378,4,18,1276,2851,572,1076,1648,290,158,273,383,1099,2866
Malik Beasley,196,88,Florida State University,1996,22,165,33,73,8,10,9,28,24,45,5,12,17,11,7,0,8,10,83
Malik Hairston,198,99,University of Oregon,1987,62,472,64,125,19,37,2,12,62,113,24,53,77,29,10,16,23,48,149
Malik Rose,201,113,Drexel University,1974,927,15349,2035,4676,1582,2129,15,96,2020,4580,1312,2496,3808,779,543,312,1197,2176,5667
Malik Sealy,203,86,St. John's University,1970,493,11720,1865,4375,1067,1319,158,541,1707,3834,505,1080,1585,816,518,157,681,1087,4955
Mamadou N'Diaye,203,111,University of North Carolina,1973,97,1224,112,268,136,184,0,1,112,267,131,206,337,8,25,89,58,205,360
Manny Harris,196,83,University of Michigan,1989,93,1594,199,524,124,168,53,150,146,374,57,196,253,129,48,14,101,104,575
Manu Ginobili,198,92,NaN,1977,992,25560,4383,9799,3270,3958,1431,3863,2952,5936,666,2889,3555,3838,1349,303,2011,2086,13467
Manute Bol,231,90,University of Bridgeport,1962,638,11814,669,1654,226,403,43,208,626,1446,599,2066,2665,172,128,2102,456,1470,1607
MarShon Brooks,196,90,Providence College,1989,199,3192,543,1225,246,330,88,255,455,970,122,290,412,257,114,39,235,251,1420
Marc Gasol,216,115,NaN,1985,643,21721,3604,7262,2268,2936,116,334,3488,6928,1184,3709,4893,2086,594,971,1294,1910,9592
Marc Iavaroni,203,95,University of Virginia,1956,510,7575,859,1882,518,745,0,19,859,1863,515,1084,1599,537,184,153,573,1175,2236
Marc Jackson,185,81,St. John's University,1965,490,9094,1428,3213,975,1198,8,34,1420,3179,764,1236,2000,369,171,116,562,970,3839
Marcelo Huertas,190,90,NaN,1983,76,1106,122,298,36,46,20,80,102,218,20,94,114,234,36,9,99,92,300
Marcin Gortat,211,108,NaN,1984,757,19897,3350,6025,1141,1668,4,24,3346,6001,1659,4495,6154,769,373,895,889,1696,7845
Marco Belinelli,196,95,NaN,1986,644,14903,2204,5191,948,1140,853,2262,1351,2929,144,1177,1321,1080,375,44,665,965,6209
Marcus Banks,188,90,"University of Nevada, Las Vegas",1981,464,7843,1067,2431,610,791,190,566,877,1865,128,589,717,1037,345,83,606,927,2934
Marcus Brown,190,83,Murray State University,1974,27,229,32,84,15,21,13,39,19,45,7,15,22,23,8,2,16,34,92
Marcus Camby,211,99,University of Massachusetts Amherst,1974,1106,32350,4133,8865,1817,2737,22,100,4111,8765,3017,7897,10914,2130,1112,2562,1510,2974,10105
Marcus Cousin,211,111,University of Houston,1986,4,18,2,3,0,0,0,0,2,3,0,3,3,0,0,1,1,1,4
Marcus Fizer,206,118,Iowa State University,1978,289,6032,1103,2536,555,803,21,110,1082,2426,375,965,1340,352,134,81,428,648,2782
Marcus Georges-Hunt,196,97,Georgia Institute of Technology,1994,5,48,2,7,9,10,1,2,1,5,1,8,9,3,1,0,2,5,14
Marcus Haislip,208,104,University of Tennessee,1980,89,854,125,286,54,82,7,20,118,266,51,80,131,16,15,34,39,100,311
Marcus Landry,201,104,University of Wisconsin,1985,36,222,32,86,6,10,18,56,14,30,10,28,38,0,2,4,12,28,88
Marcus Liberty,203,92,University of Illinois at Urbana-Champaign,1968,305,4853,823,2000,329,506,76,222,747,1778,444,542,986,261,200,77,288,529,2051
Marcus Morris,188,88,Northwestern University,1925,493,12440,1910,4472,678,970,611,1711,1299,2761,490,1554,2044,709,346,124,553,1015,5109
Marcus Smart,193,99,Oklahoma State University,1994,207,5874,628,1755,414,543,246,845,382,910,215,568,783,757,315,70,329,551,1916
Marcus Thornton,193,92,Louisiana State University,1987,737,16645,3082,7336,1115,1355,1077,3020,2005,4316,586,1454,2040,1010,601,92,729,1087,8356
Marcus Vinicius,206,97,NaN,1986,26,172,16,35,10,18,8,19,8,16,3,16,19,7,3,2,9,14,50
Marcus Webb,206,115,University of Alabama,1970,9,51,13,25,13,21,0,1,13,24,5,5,10,2,1,2,5,11,39
Marcus Williams,185,89,University of Alabama,1982,227,3170,439,1149,148,193,126,392,313,757,64,321,385,580,89,9,295,204,1152
Mardy Collins,198,99,Temple University,1984,237,3661,401,1025,140,233,51,158,350,867,122,321,443,438,141,32,261,336,993
Mario Bennett,198,106,Arizona State University,1973,68,606,111,208,46,90,1,3,110,205,84,98,182,24,31,22,33,112,269
Mario Chalmers,188,86,University of Kansas,1986,641,17197,1950,4642,1216,1531,748,2111,1202,2531,222,1363,1585,2445,959,102,1195,1758,5864
Mario Elie,196,95,American International College,1963,765,19298,2202,4651,1520,1781,578,1582,1624,3069,566,1561,2127,1920,690,139,990,1523,6502
Mario Hezonja,203,97,NaN,1995,144,2373,298,748,89,104,110,336,188,412,48,274,322,171,69,31,155,198,795
Mario Kasun,216,117,NaN,1980,73,569,78,167,42,66,0,1,78,166,76,112,188,11,10,16,41,155,198
Mario West,208,104,Old Dominion University,1960,162,796,56,125,40,71,2,10,54,115,60,82,142,51,45,8,31,134,154
Mark Acres,211,99,Oral Roberts University,1962,393,6251,540,1065,319,479,8,15,532,1050,607,985,1592,185,140,110,248,966,1407
Mark Aguirre,198,105,DePaul University,1959,792,23175,5714,11961,2890,3880,387,1229,5327,10732,1409,2329,3738,2295,535,262,1833,2183,14705
Mark Alarie,203,98,Duke University,1963,325,5500,1037,2184,324,418,34,135,1003,2049,438,682,1120,363,132,109,309,712,2432
Mark Blount,213,104,University of Pittsburgh,1975,767,17624,2543,5092,1133,1556,37,103,2506,4989,1102,2355,3457,668,409,652,1230,1995,6256
Mark Bradtke,208,120,NaN,1968,36,251,25,58,9,13,0,0,25,58,26,42,68,7,5,5,9,34,59
Mark Bryant,206,111,Seton Hall University,1965,813,13579,1744,3500,837,1200,1,12,1743,3488,1128,1884,3012,495,331,196,668,2036,4326
Mark Davis,198,88,Old Dominion University,1963,296,4197,571,1275,343,506,30,134,541,1141,323,448,771,322,226,85,348,559,1515
Mark Eaton,224,124,"University of California, Los Angeles",1957,712,21502,1732,3757,940,1440,0,0,1732,3757,1623,4259,5882,615,319,2438,1055,2395,4404
Mark Hendrickson,206,99,Washington State University,1974,129,1579,139,330,113,141,3,18,136,312,101,228,329,69,52,16,66,147,394
Mark Jackson,185,81,St. John's University,1965,1461,44763,5326,11993,2410,3124,870,2598,4456,9395,1435,4228,5663,11930,1789,136,3604,2530,13932
Mark Jones,206,102,Albany State University,1953,10,116,9,31,5,10,0,4,9,27,6,7,13,6,5,2,3,16,23
Mark Macon,196,83,Temple University,1969,293,5514,763,1990,286,392,36,136,727,1854,191,317,508,479,388,21,363,660,1848
Mark Madsen,206,108,Stanford University,1976,453,5335,381,834,212,402,1,16,380,818,559,598,1157,181,116,102,206,866,975
Mark McNamara,211,106,University of California,1959,217,1761,216,466,194,327,0,0,216,466,205,303,508,45,25,32,117,221,626
Mark Olberding,203,102,University of Minnesota,1956,238,5436,559,1096,571,693,0,6,559,1090,302,819,1121,600,117,43,389,718,1689
Mark Pope,208,106,University of Kentucky,1972,153,1634,116,289,43,75,10,56,106,233,92,169,261,63,32,45,47,242,285
Mark Price,183,77,Georgia Institute of Technology,1964,722,21560,3939,8345,2135,2362,976,2428,2963,5917,409,1439,1848,4863,860,76,1790,964,10989
Mark Randall,203,106,University of Kansas,1967,218,1572,236,518,118,166,10,63,226,455,145,141,286,100,40,13,95,167,600
Mark Strickland,206,95,Temple University,1970,336,4134,642,1344,246,371,3,11,639,1333,322,610,932,126,95,132,197,393,1533
Mark Wade,180,72,"University of Nevada, Las Vegas",1965,12,126,3,20,2,4,0,2,3,18,3,12,15,36,7,1,13,13,8
Mark West,208,104,Old Dominion University,1960,1205,22997,2935,5081,1409,2467,0,6,2935,5075,2021,4054,6075,504,385,1584,1428,3543,7279
Markel Brown,190,83,Murray State University,1974,109,1763,203,532,118,151,55,185,148,347,39,190,229,130,69,27,81,151,579
Markieff Morris,188,88,Northwestern University,1925,512,13430,2379,5359,1001,1301,344,1051,2035,4308,702,2160,2862,883,485,306,890,1487,6103
Marko Jaric,201,89,NaN,1978,447,11246,1190,2944,524,718,289,840,901,2104,274,926,1200,1600,583,128,708,967,3193
Marko Milic,198,106,NaN,1977,44,216,47,84,11,17,3,7,44,77,13,17,30,14,13,1,27,24,108
Marlon Garnett,188,84,Santa Clara University,1975,24,205,15,51,15,20,6,23,9,28,3,18,21,18,5,1,12,18,51
Marlon Maxey,203,113,University of Texas at El Paso,1969,98,1146,182,336,115,168,0,3,182,333,141,222,363,22,27,51,78,188,479
Marques Bragg,203,104,Providence College,1970,53,369,54,120,23,41,0,0,54,120,38,41,79,8,17,8,26,71,131
Marques Johnson,201,98,"University of California, Los Angeles",1956,167,5454,1187,2482,532,711,6,37,1181,2445,361,533,894,568,191,86,386,443,2912
Marquese Chriss,208,105,University of Washington,1997,82,1743,284,632,113,181,72,224,212,408,96,252,348,60,67,70,108,263,753
Marquis Daniels,198,90,Auburn University,1981,548,11707,1772,3933,672,932,103,439,1669,3494,521,1031,1552,966,509,137,644,882,4319
Marquis Teague,188,85,University of Kentucky,1993,128,1278,119,351,61,86,14,59,105,292,5,119,124,179,29,17,113,139,313
Marreese Speights,208,115,University of Florida,1987,732,11265,2303,4985,1093,1372,149,428,2154,4557,1072,2056,3128,469,205,387,654,1633,5848
Marshall Plumlee,211,111,Duke University,1990,21,170,16,30,8,19,0,0,16,30,23,28,51,10,4,4,12,23,40
Martell Webster,216,102,Morgan State University,1952,580,13914,1696,4062,874,1105,790,2067,906,1995,352,1459,1811,588,299,160,536,1055,5056
Martin Lewis,196,95,Seward County Community College,1975,25,239,35,74,16,27,3,10,32,64,19,16,35,7,9,5,15,29,89
Martin Muursepp,206,106,NaN,1974,125,1299,191,453,139,207,24,86,167,367,116,132,248,70,53,36,65,212,545
Martin Nessley,218,117,Duke University,1965,88,672,40,104,16,36,0,0,40,104,46,118,164,32,16,24,46,178,96
Marty Conlon,208,101,Providence College,1968,409,6895,1062,2107,548,740,15,77,1047,2030,551,898,1449,412,157,81,446,753,2687
Martynas Andriuskevicius,218,108,NaN,1986,6,9,0,1,0,0,0,0,0,1,1,3,4,0,2,0,0,1,0
Marvin Webster,216,102,Morgan State University,1952,15,102,10,19,6,8,1,1,9,18,12,14,26,3,3,7,8,17,27
Marvin Williams,185,89,University of Alabama,1982,861,24891,3276,7390,1846,2288,724,2051,2552,5339,1096,3488,4584,1125,661,448,875,1780,9122
Mason Plumlee,211,111,Duke University,1990,396,9398,1414,2554,842,1447,0,22,1414,2532,815,1845,2660,928,320,387,607,1083,3670
Mateen Cleaves,188,92,Michigan State University,1977,167,1863,233,599,131,180,12,45,221,554,33,142,175,310,67,5,201,213,609
Matt Barnes,203,95,Providence College,1952,1059,24375,3043,7001,1133,1520,1072,3209,1971,3792,1184,3608,4792,1912,782,477,1309,2638,8291
Matt Bonner,208,106,University of Florida,1980,792,13356,1749,3768,337,432,797,1923,952,1845,622,1749,2371,552,285,213,299,1307,4632
Matt Bullard,208,97,University of Iowa,1967,615,8884,1215,2907,241,314,599,1561,616,1346,278,945,1223,535,186,119,319,775,3270
Matt Carroll,198,96,University of Notre Dame,1980,530,8276,1102,2683,634,755,358,952,744,1731,155,783,938,342,245,66,336,779,3196
Matt Fish,211,106,University of North Carolina at Wilmington,1969,74,654,93,181,45,75,0,1,93,180,54,82,136,33,22,21,38,112,231
Matt Freije,208,108,Vanderbilt University,1981,42,588,53,181,10,14,17,76,36,105,24,61,85,27,16,3,20,53,133
Matt Geiger,213,110,Georgia Institute of Technology,1969,552,12221,2039,4083,965,1325,16,69,2023,4014,1152,2006,3158,388,306,347,744,1629,5059
Matt Harpring,201,104,Georgia Institute of Technology,1976,665,17584,2900,6033,1687,2239,158,474,2742,5559,1281,2085,3366,907,497,112,1000,1748,7645
Matt Maloney,190,87,University of Pennsylvania,1971,295,7470,783,1920,212,266,399,1073,384,847,62,438,500,852,240,14,381,376,2177
Matt Othick,188,74,University of Arizona,1969,4,39,3,5,0,2,2,4,1,1,1,1,2,7,1,0,4,7,8
Matt Steigenga,201,102,Michigan State University,1970,2,12,1,4,1,2,0,2,1,2,0,3,3,2,1,1,2,1,3
Matt Walsh,198,92,University of Florida,1982,2,3,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,2
Matt Wenstrom,216,113,University of North Carolina,1970,11,37,6,10,6,10,0,0,6,10,6,6,12,0,0,2,4,7,18
Matthew Dellavedova,193,89,Saint Mary's College of California,1990,291,6504,648,1648,206,248,302,776,346,872,123,435,558,1085,154,16,370,604,1804
Maurice Ager,196,91,Michigan State University,1984,108,670,85,254,36,65,14,63,71,191,12,47,59,27,6,7,35,82,220
Maurice Baker,185,79,Oklahoma State University,1979,10,38,0,2,0,0,0,0,0,2,2,2,4,2,2,0,2,6,0
Maurice Carter,196,95,Louisiana State University,1976,20,220,22,70,32,40,8,22,14,48,4,18,22,8,0,0,18,20,84
Maurice Cheeks,185,81,West Texas A&M University,1956,707,22460,3112,6046,1559,1899,34,155,3078,5891,410,1483,1893,4610,1320,137,1261,1085,7817
Maurice Evans,196,99,University of Texas at Austin,1978,710,14187,1868,4200,574,731,562,1548,1306,2652,703,1055,1758,546,374,112,351,1227,4872
Maurice Harkless,206,97,St. John's University,1993,356,8278,1056,2240,326,547,208,661,848,1579,455,871,1326,311,351,226,329,688,2646
Maurice Lucas,206,97,Marquette University,1952,276,5731,991,2141,589,765,1,14,990,2127,491,1254,1745,388,151,72,420,795,2572
Maurice Martin,198,90,Saint Joseph's University,1964,69,422,74,196,52,87,4,19,70,177,25,40,65,49,19,9,43,69,204
Maurice Ndour,206,90,Ohio University,1992,32,331,39,86,19,26,1,7,38,79,22,42,64,8,15,8,12,30,98
Maurice Taylor,206,117,University of Michigan,1976,599,14660,2674,5744,1005,1427,8,42,2666,5702,858,1851,2709,690,273,279,1067,1783,6361
McKinley Singleton,196,79,University of Alabama at Birmingham,1961,2,10,2,3,0,0,0,1,2,2,0,0,0,1,0,0,0,1,4
Mehmet Okur,211,112,NaN,1979,634,18429,3028,6615,1909,2396,596,1590,2432,5025,1261,3175,4436,1089,329,453,991,1815,8561
Mel McCants,203,108,Purdue University,1967,13,65,8,26,6,8,0,0,8,26,1,5,6,2,3,1,1,11,22
Melvin Booker,185,83,University of Missouri,1972,53,991,108,260,45,51,27,93,81,167,15,52,67,127,11,5,66,74,288
Melvin Ely,208,117,"California State University, Fresno",1978,405,6314,812,1782,457,729,0,3,812,1779,463,805,1268,279,105,217,420,816,2081
Melvin Newbern,193,90,University of Minnesota,1967,33,311,42,113,34,60,1,8,41,105,19,18,37,57,23,1,32,42,119
Melvin Sanders,196,95,Oklahoma State University,1981,16,113,16,33,7,10,2,3,14,30,4,19,23,3,5,0,8,20,41
Melvin Turpin,211,108,University of Kentucky,1960,361,6871,1297,2513,476,613,1,9,1296,2504,575,1080,1655,183,155,348,431,853,3071
Mengke Bateer,211,131,NaN,1975,46,494,61,156,29,39,5,15,56,141,39,75,114,27,11,5,40,118,156
Metta World,190,81,NaN,1974,1102,35289,5285,12769,2914,4105,1285,3825,4000,8944,1307,3698,5005,2961,1983,602,2040,2967,14769
Meyers Leonard,216,111,University of Illinois at Urbana-Champaign,1992,299,4963,658,1426,188,228,210,566,448,860,230,936,1166,246,49,103,215,712,1714
Michael Adams,178,73,Boston College,1963,653,20446,3257,7849,2158,2543,949,2857,2308,4992,416,1484,1900,4209,1081,67,1402,1193,9621
